,y,clusters
1498,Group 2,0
1499,Group 4,0
1500,Group 1,2
1501,Group 2,0
1502,Group 3,0
1503,Group 1,0
1504,Group 2,0
1505,Group 1,0
1506,Group 1,0
1507,Group 1,0
1508,Group 2,0
1509,Group 1,2
1510,Group 1,0
1511,Group 1,0
1512,Group 1,0
1513,Group 1,0
1514,Group 1,0
1515,Group 1,2
1516,Group 1,0
1517,Group 4,0
1518,Group 4,0
1519,Group 1,0
1520,Group 1,0
1521,Group 2,0
1522,Group 4,0
1523,Group 1,0
1524,Group 2,0
1525,Group 1,1
1526,Group 1,0
1527,Group 2,1
1528,Group 4,0
1529,Group 2,0
1530,Group 1,0
1531,Group 2,0
1532,Group 3,0
1533,Group 2,0
1534,Group 3,0
1535,Group 1,0
1536,Group 1,0
1537,Group 1,0
1538,Group 1,0
1539,Group 1,0
1540,Group 1,0
1541,Group 2,0
1542,Group 4,0
1543,Group 1,0
1544,Group 1,1
1545,Group 1,1
1546,Group 1,0
1547,Group 1,1
1548,Group 1,0
1549,Group 1,0
1550,Group 1,0
1551,Group 1,0
1552,Group 2,0
1553,Group 4,0
1554,Group 2,0
1555,Group 4,0
1556,Group 1,0
1557,Group 1,0
1558,Group 3,3
1559,Group 2,0
1560,Group 4,0
1561,Group 1,3
1562,Group 2,0
1563,Group 1,1
1564,Group 4,0
1565,Group 1,0
1566,Group 1,0
1567,Group 2,0
1568,Group 1,0
1569,Group 1,0
1570,Group 4,0
1571,Group 2,0
1572,Group 3,0
1573,Group 1,0
1574,Group 4,3
1575,Group 2,0
1576,Group 2,3
1577,Group 2,0
1578,Group 4,0
1579,Group 1,0
1580,Group 2,0
1581,Group 2,0
1582,Group 1,1
1583,Group 1,0
1584,Group 1,1
1585,Group 1,2
1586,Group 3,0
1587,Group 2,0
1588,Group 3,3
1589,Group 2,0
1590,Group 4,0
1591,Group 3,0
1592,Group 1,1
1593,Group 1,1
1594,Group 1,0
1595,Group 1,0
1596,Group 1,2
1597,Group 4,0
1598,Group 3,0
1599,Group 2,0
1600,Group 1,1
1601,Group 1,2
1602,Group 1,3
1603,Group 1,0
1604,Group 1,0
1605,Group 2,0
1606,Group 3,0
1607,Group 1,0
1608,Group 1,0
1609,Group 1,1
1610,Group 1,0
1611,Group 3,0
1612,Group 2,0
1613,Group 2,0
1614,Group 2,0
1615,Group 3,0
1616,Group 1,0
1617,Group 1,0
1618,Group 1,0
1619,Group 2,0
1620,Group 1,0
1621,Group 3,0
1622,Group 3,1
1623,Group 2,0
1624,Group 1,0
1625,Group 4,0
1626,Group 4,1
1627,Group 1,0
1628,Group 3,2
1629,Group 1,0
1630,Group 4,0
1631,Group 1,0
1632,Group 1,0
1633,Group 1,0
1634,Group 1,0
1635,Group 4,0
1636,Group 3,0
1637,Group 1,0
1638,Group 3,0
1639,Group 4,0
1640,Group 2,0
1641,Group 2,0
1642,Group 1,0
1643,Group 1,1
1644,Group 4,0
1645,Group 3,3
1646,Group 2,0
1647,Group 1,3
1648,Group 2,0
1649,Group 1,2
1650,Group 2,0
1651,Group 3,0
1652,Group 2,0
1653,Group 3,0
1654,Group 2,0
1655,Group 1,0
1656,Group 1,1
1657,Group 1,1
1658,Group 4,0
1659,Group 1,0
1660,Group 1,0
1661,Group 4,0
1662,Group 4,0
1663,Group 1,0
1664,Group 1,2
1665,Group 1,0
1666,Group 2,3
1667,Group 1,2
1668,Group 2,1
1669,Group 3,0
1670,Group 4,0
1671,Group 2,0
1672,Group 1,2
1673,Group 2,0
1674,Group 1,1
1675,Group 1,0
1676,Group 4,2
1677,Group 2,0
1678,Group 3,0
1679,Group 4,0
1680,Group 2,0
1681,Group 4,0
1682,Group 1,0
1683,Group 1,0
1684,Group 1,0
1685,Group 2,0
1686,Group 2,0
1687,Group 4,2
1688,Group 2,0
1689,Group 1,0
1690,Group 2,0
1691,Group 2,0
1692,Group 2,0
1693,Group 2,0
1694,Group 3,0
1695,Group 2,0
1696,Group 4,0
1697,Group 2,0
1698,Group 1,0
1699,Group 1,0
1700,Group 1,0
1701,Group 1,0
1702,Group 1,0
1703,Group 3,0
1704,Group 1,0
1705,Group 1,0
1706,Group 2,0
1707,Group 1,1
1708,Group 2,0
1709,Group 1,2
1710,Group 1,0
1711,Group 1,0
1712,Group 2,0
1713,Group 3,0
1714,Group 1,1
1715,Group 2,0
1716,Group 4,0
1717,Group 1,2
1718,Group 4,0
1719,Group 1,0
1720,Group 2,0
1721,Group 1,0
1722,Group 1,0
1723,Group 1,0
1724,Group 1,0
1725,Group 1,0
1726,Group 1,1
1727,Group 1,0
1728,Group 1,1
1729,Group 2,0
1730,Group 1,3
1731,Group 2,0
1732,Group 1,1
1733,Group 1,0
1734,Group 1,0
1735,Group 2,0
1736,Group 1,0
1737,Group 4,0
1738,Group 2,0
1739,Group 4,0
1740,Group 3,0
1741,Group 3,0
1742,Group 1,0
1743,Group 1,1
1744,Group 1,0
1745,Group 1,0
1746,Group 1,0
1747,Group 2,0
1748,Group 2,0
1749,Group 2,0
1750,Group 1,0
1751,Group 4,0
1752,Group 1,0
1753,Group 3,0
1754,Group 2,0
1755,Group 2,3
1756,Group 1,2
1757,Group 2,2
1758,Group 1,0
1759,Group 2,0
1760,Group 4,0
1761,Group 3,0
1762,Group 1,2
1763,Group 1,0
1764,Group 2,0
1765,Group 1,0
1766,Group 1,0
1767,Group 1,0
1768,Group 1,0
1769,Group 1,0
1770,Group 3,0
1771,Group 1,0
1772,Group 2,0
1773,Group 1,0
1774,Group 3,0
1775,Group 1,1
1776,Group 1,2
1777,Group 1,2
1778,Group 1,2
1779,Group 1,0
1780,Group 1,0
1781,Group 2,1
1782,Group 4,0
1783,Group 1,1
1784,Group 1,2
1785,Group 3,0
1786,Group 1,1
1787,Group 2,0
1788,Group 2,0
1789,Group 3,0
1790,Group 2,0
1791,Group 1,0
1792,Group 1,0
1793,Group 1,0
1794,Group 2,0
1795,Group 1,0
1796,Group 3,0
1797,Group 1,0
1798,Group 2,0
1799,Group 2,0
1800,Group 4,0
1801,Group 2,1
1802,Group 1,0
1803,Group 3,0
1804,Group 1,0
1805,Group 1,0
1806,Group 1,0
1807,Group 1,0
1808,Group 2,0
1809,Group 4,0
1810,Group 1,1
1811,Group 1,0
1812,Group 1,0
1813,Group 3,0
1814,Group 1,2
1815,Group 1,0
1816,Group 1,2
1817,Group 2,0
1818,Group 1,0
1819,Group 2,0
1820,Group 3,0
1821,Group 2,0
1822,Group 1,0
1823,Group 4,0
1824,Group 2,0
1825,Group 1,0
1826,Group 1,0
1827,Group 3,0
1828,Group 1,0
1829,Group 2,0
1830,Group 2,1
1831,Group 2,0
1832,Group 1,1
1833,Group 4,0
1834,Group 1,0
1835,Group 1,0
1836,Group 3,0
1837,Group 4,0
1838,Group 1,2
1839,Group 2,2
1840,Group 3,0
1841,Group 1,0
1842,Group 4,0
1843,Group 2,0
1844,Group 1,0
1845,Group 1,0
1846,Group 2,0
1847,Group 4,0
1848,Group 4,0
1849,Group 4,0
1850,Group 3,0
1851,Group 2,0
1852,Group 2,1
1853,Group 1,0
1854,Group 2,0
1855,Group 1,0
1856,Group 1,0
1857,Group 1,0
1858,Group 1,0
1859,Group 1,1
1860,Group 2,0
1861,Group 1,0
1862,Group 2,0
1863,Group 2,2
1864,Group 1,0
1865,Group 2,0
1866,Group 4,0
1867,Group 1,0
1868,Group 2,0
1869,Group 2,0
1870,Group 3,3
1871,Group 3,1
1872,Group 1,0
1873,Group 1,0
1874,Group 1,0
1875,Group 1,0
1876,Group 1,3
1877,Group 1,1
1878,Group 4,0
1879,Group 4,0
1880,Group 1,0
1881,Group 2,0
1882,Group 2,0
1883,Group 1,1
1884,Group 1,1
1885,Group 4,0
1886,Group 2,0
1887,Group 2,0
1888,Group 1,0
1889,Group 1,0
1890,Group 1,0
1891,Group 1,0
1892,Group 1,0
1893,Group 3,0
1894,Group 2,1
1895,Group 2,0
1896,Group 2,0
1897,Group 1,0
1898,Group 4,0
1899,Group 1,0
1900,Group 1,0
1901,Group 1,3
1902,Group 2,0
1903,Group 2,0
1904,Group 1,1
1905,Group 1,2
1906,Group 3,0
1907,Group 1,0
1908,Group 4,0
1909,Group 1,0
1910,Group 2,0
1911,Group 1,2
1912,Group 1,1
1913,Group 1,1
1914,Group 2,1
1915,Group 3,0
1916,Group 2,0
1917,Group 1,0
1918,Group 4,0
1919,Group 1,0
1920,Group 2,0
1921,Group 3,3
1922,Group 3,0
1923,Group 4,0
1924,Group 2,0
1925,Group 2,0
1926,Group 3,0
1927,Group 1,1
1928,Group 1,0
1929,Group 1,2
1930,Group 2,0
1931,Group 1,0
1932,Group 1,0
1933,Group 2,0
1934,Group 1,0
1935,Group 1,0
1936,Group 1,0
1937,Group 1,2
1938,Group 1,1
1939,Group 3,0
1940,Group 1,0
1941,Group 1,0
1942,Group 3,1
1943,Group 1,0
1944,Group 1,2
1945,Group 1,0
1946,Group 1,0
1947,Group 3,0
1948,Group 2,0
1949,Group 1,0
1950,Group 2,1
1951,Group 1,0
1952,Group 1,0
1953,Group 1,3
1954,Group 4,0
1955,Group 2,0
1956,Group 4,0
1957,Group 1,1
1958,Group 1,3
1959,Group 1,0
1960,Group 1,0
1961,Group 1,0
1962,Group 1,0
1963,Group 1,0
1964,Group 1,0
1965,Group 1,3
1966,Group 1,0
1967,Group 3,0
1968,Group 3,2
1969,Group 4,0
1970,Group 2,0
1971,Group 2,0
1972,Group 4,0
1973,Group 1,0
1974,Group 1,0
1975,Group 4,0
1976,Group 1,2
1977,Group 1,0
1978,Group 2,0
1979,Group 1,1
1980,Group 2,0
1981,Group 1,1
1982,Group 1,0
1983,Group 3,0
1984,Group 2,0
1985,Group 1,0
1986,Group 2,0
1987,Group 2,0
1988,Group 1,1
1989,Group 1,0
1990,Group 1,0
1991,Group 1,0
1992,Group 1,0
1993,Group 3,0
1994,Group 3,0
1995,Group 4,0
1996,Group 1,0
1997,Group 3,0
1998,Group 1,0
1999,Group 1,1
2000,Group 4,0
2001,Group 1,0
2002,Group 1,1
2003,Group 4,0
2004,Group 4,0
2005,Group 1,0
2006,Group 1,1
2007,Group 4,0
2008,Group 1,0
2009,Group 1,0
2010,Group 2,0
2011,Group 3,0
2012,Group 1,0
2013,Group 4,0
2014,Group 2,1
2015,Group 2,0
2016,Group 1,2
2017,Group 2,3
2018,Group 2,0
2019,Group 3,0
2020,Group 1,0
2021,Group 2,1
2022,Group 4,0
2023,Group 2,0
2024,Group 2,0
2025,Group 4,0
2026,Group 1,0
2027,Group 1,0
2028,Group 1,0
2029,Group 1,0
2030,Group 1,2
2031,Group 1,0
2032,Group 1,2
2033,Group 2,0
2034,Group 1,0
2035,Group 1,0
2036,Group 1,0
2037,Group 1,0
2038,Group 1,0
2039,Group 4,0
2040,Group 2,0
2041,Group 1,0
2042,Group 1,0
2043,Group 1,0
2044,Group 1,0
2045,Group 1,0
2046,Group 1,0
2047,Group 1,0
2048,Group 2,0
2049,Group 2,0
2050,Group 2,0
2051,Group 1,1
2052,Group 2,2
2053,Group 3,0
2054,Group 1,0
2055,Group 3,0
2056,Group 2,0
2057,Group 2,1
2058,Group 4,2
2059,Group 2,0
2060,Group 1,0
2061,Group 2,0
2062,Group 1,0
2063,Group 4,0
2064,Group 1,0
2065,Group 1,0
2066,Group 1,0
2067,Group 1,0
2068,Group 1,0
2069,Group 2,0
2070,Group 3,0
2071,Group 1,0
2072,Group 1,0
2073,Group 2,2
2074,Group 1,0
2075,Group 1,0
2076,Group 1,1
2077,Group 2,1
2078,Group 1,0
2079,Group 3,0
2080,Group 1,1
2081,Group 1,0
2082,Group 1,1
2083,Group 1,0
2084,Group 1,0
2085,Group 1,0
2086,Group 1,0
2087,Group 1,0
2088,Group 2,0
2089,Group 1,0
2090,Group 1,0
2091,Group 1,0
2092,Group 2,0
2093,Group 1,0
2094,Group 1,0
2095,Group 1,0
2096,Group 1,2
2097,Group 4,0
2098,Group 1,0
2099,Group 4,0
2100,Group 4,0
2101,Group 1,0
2102,Group 1,1
2103,Group 2,0
2104,Group 3,0
2105,Group 2,1
2106,Group 1,0
2107,Group 1,2
2108,Group 1,0
2109,Group 1,3
2110,Group 4,3
2111,Group 1,1
2112,Group 1,2
2113,Group 4,0
2114,Group 1,0
2115,Group 2,0
2116,Group 1,0
2117,Group 1,0
2118,Group 2,0
2119,Group 3,0
2120,Group 1,1
2121,Group 1,0
2122,Group 1,0
2123,Group 3,0
2124,Group 1,0
2125,Group 2,1
2126,Group 1,0
2127,Group 2,0
2128,Group 2,0
2129,Group 2,0
2130,Group 2,0
2131,Group 1,2
2132,Group 1,0
2133,Group 3,0
2134,Group 1,0
2135,Group 1,0
2136,Group 1,0
2137,Group 2,1
2138,Group 4,0
2139,Group 1,0
2140,Group 3,3
2141,Group 2,0
2142,Group 1,1
2143,Group 1,0
2144,Group 4,3
2145,Group 1,0
2146,Group 2,0
2147,Group 2,0
2148,Group 1,0
2149,Group 3,0
2150,Group 2,2
2151,Group 1,0
2152,Group 1,0
2153,Group 1,0
2154,Group 1,0
2155,Group 1,0
2156,Group 2,0
2157,Group 1,0
2158,Group 1,0
2159,Group 1,0
2160,Group 4,0
2161,Group 1,0
2162,Group 1,0
2163,Group 2,0
2164,Group 1,1
2165,Group 1,0
2166,Group 1,1
2167,Group 3,0
2168,Group 1,0
2169,Group 1,0
2170,Group 1,0
2171,Group 4,0
2172,Group 2,0
2173,Group 1,0
2174,Group 2,0
2175,Group 1,0
2176,Group 2,0
2177,Group 2,1
2178,Group 1,0
2179,Group 2,0
2180,Group 2,0
2181,Group 2,0
2182,Group 2,1
2183,Group 1,1
2184,Group 2,0
2185,Group 1,0
2186,Group 1,0
2187,Group 2,3
2188,Group 1,0
2189,Group 1,0
2190,Group 2,0
2191,Group 1,1
2192,Group 2,0
2193,Group 1,0
2194,Group 1,0
2195,Group 3,0
2196,Group 2,0
2197,Group 4,0
2198,Group 1,0
2199,Group 1,0
2200,Group 1,0
2201,Group 2,0
2202,Group 1,0
2203,Group 1,2
2204,Group 1,0
2205,Group 2,0
2206,Group 1,3
2207,Group 1,1
2208,Group 1,0
2209,Group 1,0
2210,Group 1,0
2211,Group 4,0
2212,Group 3,0
2213,Group 2,0
2214,Group 1,1
2215,Group 1,0
2216,Group 2,0
2217,Group 3,0
2218,Group 1,0
2219,Group 2,0
2220,Group 3,0
2221,Group 1,2
2222,Group 4,0
2223,Group 1,0
2224,Group 1,0
2225,Group 1,0
2226,Group 4,0
2227,Group 2,0
2228,Group 1,0
2229,Group 1,1
2230,Group 4,0
2231,Group 2,0
2232,Group 1,2
2233,Group 2,0
2234,Group 1,0
2235,Group 1,0
2236,Group 1,0
2237,Group 1,0
2238,Group 4,0
2239,Group 2,0
2240,Group 2,0
2241,Group 3,1
2242,Group 2,0
2243,Group 2,0
2244,Group 1,2
2245,Group 4,0
2246,Group 4,3
2247,Group 1,0
2248,Group 1,0
2249,Group 1,0
2250,Group 1,0
2251,Group 4,0
2252,Group 1,0
2253,Group 2,0
2254,Group 1,0
2255,Group 1,3
2256,Group 1,0
2257,Group 1,0
2258,Group 2,3
2259,Group 1,0
2260,Group 1,0
2261,Group 1,0
2262,Group 1,0
2263,Group 2,1
2264,Group 1,0
2265,Group 2,0
2266,Group 4,0
2267,Group 1,0
2268,Group 1,0
2269,Group 1,0
2270,Group 3,0
2271,Group 1,0
2272,Group 2,0
2273,Group 1,0
2274,Group 2,2
2275,Group 2,0
2276,Group 1,0
2277,Group 1,3
2278,Group 1,0
2279,Group 1,0
2280,Group 1,0
2281,Group 2,0
2282,Group 2,1
2283,Group 1,1
2284,Group 3,0
2285,Group 3,0
2286,Group 1,0
2287,Group 2,0
2288,Group 3,0
2289,Group 1,0
2290,Group 2,0
2291,Group 2,0
2292,Group 4,0
2293,Group 4,0
2294,Group 2,0
2295,Group 1,1
2296,Group 1,0
2297,Group 1,3
2298,Group 1,1
2299,Group 1,0
2300,Group 2,0
2301,Group 3,0
2302,Group 1,2
2303,Group 1,0
2304,Group 4,0
2305,Group 3,1
2306,Group 1,0
2307,Group 1,0
2308,Group 3,0
2309,Group 1,0
2310,Group 1,0
2311,Group 4,0
2312,Group 1,0
2313,Group 4,0
2314,Group 1,0
2315,Group 2,0
2316,Group 1,3
2317,Group 1,0
2318,Group 1,0
2319,Group 2,0
2320,Group 2,0
2321,Group 1,0
2322,Group 4,0
2323,Group 1,0
2324,Group 2,0
2325,Group 1,0
2326,Group 4,0
2327,Group 1,0
2328,Group 4,0
2329,Group 1,0
2330,Group 1,1
2331,Group 2,0
2332,Group 1,0
2333,Group 1,0
2334,Group 2,1
2335,Group 1,3
2336,Group 1,0
2337,Group 2,0
2338,Group 3,0
2339,Group 1,0
2340,Group 4,0
2341,Group 2,0
2342,Group 4,0
2343,Group 2,0
2344,Group 4,3
2345,Group 1,1
2346,Group 2,0
2347,Group 1,0
2348,Group 1,0
2349,Group 2,0
2350,Group 1,0
2351,Group 1,0
2352,Group 1,0
2353,Group 1,2
2354,Group 4,0
2355,Group 3,0
2356,Group 1,0
2357,Group 1,2
2358,Group 1,0
2359,Group 1,0
2360,Group 2,0
2361,Group 1,1
2362,Group 2,0
2363,Group 1,1
2364,Group 1,0
2365,Group 2,2
2366,Group 4,0
2367,Group 1,0
2368,Group 3,0
2369,Group 1,0
2370,Group 3,0
2371,Group 1,3
2372,Group 1,1
2373,Group 1,0
2374,Group 3,0
2375,Group 1,0
2376,Group 1,1
2377,Group 3,0
2378,Group 1,1
2379,Group 1,0
2380,Group 1,0
2381,Group 1,0
2382,Group 3,0
2383,Group 1,0
2384,Group 1,0
2385,Group 3,0
2386,Group 1,0
2387,Group 1,0
2388,Group 1,0
2389,Group 1,0
2390,Group 1,0
2391,Group 3,3
2392,Group 2,0
2393,Group 1,0
2394,Group 1,0
2395,Group 1,0
2396,Group 3,0
2397,Group 1,2
2398,Group 4,0
2399,Group 1,0
2400,Group 4,0
2401,Group 2,3
2402,Group 4,0
2403,Group 1,0
2404,Group 1,0
2405,Group 1,3
2406,Group 2,1
2407,Group 2,0
2408,Group 1,0
2409,Group 1,0
2410,Group 1,0
2411,Group 2,0
2412,Group 1,0
2413,Group 3,0
2414,Group 2,0
2415,Group 1,0
2416,Group 1,0
2417,Group 1,0
2418,Group 3,0
2419,Group 1,0
2420,Group 4,0
2421,Group 3,0
2422,Group 1,2
2423,Group 2,0
2424,Group 3,3
2425,Group 1,0
2426,Group 2,0
2427,Group 1,1
2428,Group 1,0
2429,Group 4,0
2430,Group 1,0
2431,Group 1,0
2432,Group 4,0
2433,Group 2,0
2434,Group 4,0
2435,Group 1,1
2436,Group 2,0
2437,Group 1,0
2438,Group 4,0
2439,Group 2,0
2440,Group 2,0
2441,Group 3,0
2442,Group 1,0
2443,Group 1,0
2444,Group 1,0
2445,Group 1,0
2446,Group 4,0
2447,Group 1,0
2448,Group 3,0
2449,Group 4,0
2450,Group 1,0
2451,Group 3,0
2452,Group 1,1
2453,Group 1,1
2454,Group 1,0
2455,Group 4,0
2456,Group 1,0
2457,Group 1,0
2458,Group 2,0
2459,Group 2,0
2460,Group 2,0
2461,Group 4,0
2462,Group 1,0
2463,Group 1,0
2464,Group 3,0
2465,Group 2,0
2466,Group 1,0
2467,Group 1,0
2468,Group 1,0
2469,Group 1,0
2470,Group 4,0
2471,Group 1,0
2472,Group 2,3
2473,Group 4,3
2474,Group 1,0
2475,Group 1,0
2476,Group 3,0
2477,Group 2,0
2478,Group 2,0
2479,Group 3,0
2480,Group 4,0
2481,Group 1,1
2482,Group 2,0
2483,Group 1,3
2484,Group 1,0
2485,Group 1,0
2486,Group 1,1
2487,Group 2,0
2488,Group 1,0
2489,Group 1,0
2490,Group 3,0
2491,Group 2,0
2492,Group 4,0
2493,Group 4,0
2494,Group 1,3
2495,Group 1,0
2496,Group 3,0
2497,Group 1,1
2498,Group 1,0
2499,Group 1,1
2500,Group 2,0
2501,Group 4,3
2502,Group 4,0
2503,Group 1,1
2504,Group 2,0
2505,Group 1,1
2506,Group 1,0
2507,Group 4,0
2508,Group 3,0
2509,Group 1,0
2510,Group 1,2
2511,Group 3,0
2512,Group 1,2
2513,Group 1,2
2514,Group 1,1
2515,Group 2,0
2516,Group 2,0
2517,Group 2,0
2518,Group 1,0
2519,Group 2,0
2520,Group 1,0
2521,Group 1,0
2522,Group 1,0
2523,Group 4,0
2524,Group 1,0
2525,Group 1,0
2526,Group 1,0
2527,Group 1,0
2528,Group 1,0
2529,Group 1,0
2530,Group 2,0
2531,Group 2,1
2532,Group 1,0
2533,Group 1,3
2534,Group 1,0
2535,Group 1,0
2536,Group 2,0
2537,Group 1,0
2538,Group 2,0
2539,Group 2,2
2540,Group 2,0
2541,Group 1,0
2542,Group 1,0
2543,Group 4,0
2544,Group 2,2
2545,Group 1,0
2546,Group 1,0
2547,Group 1,2
2548,Group 1,0
2549,Group 1,0
2550,Group 1,0
2551,Group 1,0
2552,Group 1,0
2553,Group 1,0
2554,Group 2,3
2555,Group 1,0
2556,Group 1,1
2557,Group 1,0
2558,Group 2,0
2559,Group 1,1
2560,Group 2,0
2561,Group 4,0
2562,Group 2,0
2563,Group 1,0
2564,Group 1,0
2565,Group 2,0
2566,Group 2,3
2567,Group 2,0
2568,Group 2,0
2569,Group 1,1
2570,Group 1,2
2571,Group 2,0
2572,Group 1,0
2573,Group 1,0
2574,Group 1,0
2575,Group 4,0
2576,Group 1,1
2577,Group 2,0
2578,Group 1,0
2579,Group 2,0
2580,Group 2,0
2581,Group 1,0
2582,Group 1,0
2583,Group 1,1
2584,Group 1,0
2585,Group 2,0
2586,Group 2,0
2587,Group 1,2
2588,Group 2,2
2589,Group 1,0
2590,Group 1,0
2591,Group 2,0
2592,Group 2,1
2593,Group 2,0
2594,Group 1,1
2595,Group 2,1
2596,Group 2,1
2597,Group 1,0
2598,Group 1,0
2599,Group 1,0
2600,Group 3,0
2601,Group 1,2
2602,Group 1,0
2603,Group 1,2
2604,Group 2,1
2605,Group 3,0
2606,Group 1,0
2607,Group 1,1
2608,Group 1,0
2609,Group 2,0
2610,Group 2,2
2611,Group 2,0
2612,Group 1,1
2613,Group 3,0
2614,Group 1,0
2615,Group 3,0
2616,Group 1,0
2617,Group 1,1
2618,Group 3,0
2619,Group 1,0
2620,Group 2,0
2621,Group 2,0
2622,Group 4,0
2623,Group 1,0
2624,Group 2,0
2625,Group 2,0
2626,Group 2,0
2627,Group 1,1
2628,Group 1,0
2629,Group 1,1
2630,Group 1,0
2631,Group 1,0
2632,Group 1,0
2633,Group 4,0
2634,Group 1,1
2635,Group 1,0
2636,Group 1,2
2637,Group 2,0
2638,Group 3,0
2639,Group 2,0
2640,Group 1,0
2641,Group 2,1
2642,Group 2,0
2643,Group 3,0
2644,Group 4,0
2645,Group 1,1
2646,Group 1,1
2647,Group 3,0
2648,Group 1,0
2649,Group 3,0
2650,Group 2,3
2651,Group 1,0
2652,Group 4,0
2653,Group 1,0
2654,Group 2,1
2655,Group 3,0
2656,Group 3,0
2657,Group 2,0
2658,Group 1,1
2659,Group 1,0
2660,Group 1,0
2661,Group 1,0
2662,Group 1,0
2663,Group 1,0
2664,Group 2,0
2665,Group 1,0
2666,Group 1,2
2667,Group 1,0
2668,Group 4,0
2669,Group 1,1
2670,Group 1,0
2671,Group 1,0
2672,Group 3,0
2673,Group 4,0
2674,Group 2,1
2675,Group 1,0
2676,Group 2,0
2677,Group 3,0
2678,Group 2,0
2679,Group 1,0
2680,Group 1,0
2681,Group 1,0
2682,Group 1,0
2683,Group 4,0
2684,Group 4,0
2685,Group 3,0
2686,Group 3,0
2687,Group 1,0
2688,Group 1,0
2689,Group 1,0
2690,Group 4,0
2691,Group 1,0
2692,Group 1,0
2693,Group 4,0
2694,Group 2,1
2695,Group 1,0
2696,Group 3,0
2697,Group 1,0
2698,Group 1,0
2699,Group 1,0
2700,Group 1,0
2701,Group 1,0
2702,Group 2,0
2703,Group 1,0
2704,Group 1,0
2705,Group 1,1
2706,Group 1,0
2707,Group 2,0
2708,Group 3,0
2709,Group 1,1
2710,Group 1,1
2711,Group 2,1
2712,Group 3,0
2713,Group 2,0
2714,Group 2,0
2715,Group 3,0
2716,Group 1,0
2717,Group 1,0
2718,Group 3,0
2719,Group 1,0
2720,Group 4,0
2721,Group 2,0
2722,Group 2,0
2723,Group 2,0
2724,Group 1,2
2725,Group 4,0
2726,Group 1,0
2727,Group 1,0
2728,Group 1,0
2729,Group 1,0
2730,Group 1,1
2731,Group 4,0
2732,Group 2,0
2733,Group 1,0
2734,Group 1,0
2735,Group 1,0
2736,Group 4,0
2737,Group 4,0
2738,Group 1,0
2739,Group 3,0
2740,Group 1,0
2741,Group 2,0
2742,Group 1,0
2743,Group 1,0
2744,Group 1,0
2745,Group 1,0
2746,Group 1,0
2747,Group 2,0
2748,Group 4,0
2749,Group 1,0
2750,Group 1,1
2751,Group 2,2
2752,Group 1,0
2753,Group 3,0
2754,Group 3,0
2755,Group 1,0
2756,Group 1,0
2757,Group 1,2
2758,Group 3,2
2759,Group 1,1
2760,Group 1,1
2761,Group 1,0
2762,Group 3,0
2763,Group 1,0
2764,Group 1,0
2765,Group 1,0
2766,Group 4,0
2767,Group 2,0
2768,Group 1,0
2769,Group 1,0
2770,Group 4,0
2771,Group 1,0
2772,Group 4,0
2773,Group 1,2
2774,Group 2,0
2775,Group 1,0
2776,Group 1,0
2777,Group 2,0
2778,Group 1,0
2779,Group 2,0
2780,Group 2,0
2781,Group 1,0
2782,Group 1,0
2783,Group 1,0
2784,Group 4,0
2785,Group 2,0
2786,Group 2,0
2787,Group 1,0
2788,Group 2,0
2789,Group 2,0
2790,Group 1,0
2791,Group 2,0
2792,Group 1,1
2793,Group 1,1
2794,Group 4,0
2795,Group 1,0
2796,Group 4,0
2797,Group 1,0
2798,Group 2,0
2799,Group 1,0
2800,Group 1,0
2801,Group 4,0
2802,Group 2,0
2803,Group 1,1
2804,Group 1,1
2805,Group 4,0
2806,Group 1,1
2807,Group 1,0
2808,Group 1,2
2809,Group 1,0
2810,Group 1,0
2811,Group 1,0
2812,Group 1,3
2813,Group 1,1
2814,Group 4,0
2815,Group 1,0
2816,Group 3,0
2817,Group 2,2
2818,Group 1,0
2819,Group 1,0
2820,Group 2,0
2821,Group 1,0
2822,Group 1,0
2823,Group 1,2
2824,Group 1,0
2825,Group 1,0
2826,Group 1,0
2827,Group 2,3
2828,Group 1,0
2829,Group 1,1
2830,Group 2,0
2831,Group 1,0
2832,Group 1,0
2833,Group 2,0
2834,Group 1,0
2835,Group 1,0
2836,Group 1,0
2837,Group 1,0
2838,Group 1,0
2839,Group 1,3
2840,Group 2,0
2841,Group 1,0
2842,Group 3,0
2843,Group 1,0
2844,Group 1,0
2845,Group 2,0
2846,Group 2,0
2847,Group 1,0
2848,Group 1,2
2849,Group 2,2
2850,Group 1,0
2851,Group 1,0
2852,Group 1,0
2853,Group 4,0
2854,Group 1,0
2855,Group 2,2
2856,Group 2,0
2857,Group 1,0
2858,Group 1,0
2859,Group 2,2
2860,Group 4,0
2861,Group 3,0
2862,Group 1,0
2863,Group 1,0
2864,Group 1,0
2865,Group 4,0
2866,Group 2,1
2867,Group 1,0
2868,Group 2,0
2869,Group 1,0
2870,Group 1,0
2871,Group 1,0
2872,Group 1,3
2873,Group 2,0
2874,Group 2,0
2875,Group 1,0
2876,Group 2,2
2877,Group 1,0
2878,Group 2,0
2879,Group 1,0
2880,Group 1,1
2881,Group 2,0
2882,Group 1,0
2883,Group 2,3
2884,Group 3,0
2885,Group 2,0
2886,Group 1,0
2887,Group 2,0
2888,Group 1,0
2889,Group 2,3
2890,Group 1,0
2891,Group 1,0
2892,Group 1,0
2893,Group 1,0
2894,Group 2,0
2895,Group 1,0
2896,Group 1,2
